,title,contents
0,2차전지·태양광…2020년 증시 주도할 테마,올해 증시를 주도할 테마주로 2차전지와 태양광이 꼽혔다. 지난해 상대적으로 관심이 덜했고 올해... 이에 2차전지 테마주는 2017년 평균 147.9%의 높은 주가 상승률을 기록했다. 그랬던 2차전지 테마주는 2018~2019년 미국과...
1,'이낙연 vs 황교안'…주식 시장이 점치는 차기 대권 주자는?,"정치인 테마주의 주가가 요동치고 있다. 주식 시장은 '총선 전야제'로 불릴 만큼 해당 정치인에 대한... 21대 총선을 세 달가량 남겨 둔 현재, 정치인 관련주 중에서 가장 수익률이 높은 종목은 '이낙연 테마주'다. 특히..."
2,'선거의 계절' 다가오자 요동치는 '정치 테마주',"안철수·이낙연株 등 '투자 유의'…""기업 본질 가치와 무관"" 오는 4월 15일 치러지는 21대 총선을 앞두고 주식시장에서 유력 정치인과 엮은 테마주가 기승을 부리고 있다. 그러나 테마주로 거론되는 종목이 대부분 해당..."
3,선거철마다 들썩이는 정치테마주…투자 주의보,제21대 국회의원 총선거(총선)를 앞두고 정치테마주가 들썩이고 있다. 금융투자업계에서는 펀더멘털에 관계 없는 테마주의 주가 움직임에 유의해야 한다고 조언했다. 25일 금융투자업계에 따르면 총선 관련 테마주로...
4,"금감원, 무자본 M&A 부정거래·총선 정치테마주 집중 단속","이와 함께 오는 4월 총선과 관련해 정치테마주를 집중 감시하고 불공정거래 가능성이 있으면 신속히 조사할 방침입니다. 금감원은 '테마주 모니터링시스템'을 활용해 사회관계망서비스(SNS), 블로그, 커뮤니티 등을 통한..."
5,"[김대성의 종목분석] 텔레칩스, ASP 상승으로 성장세…반도체 테마주 한때 급...",텔레칩스는 지난해 6월 비메모리 반도체 테마주 호재로 급등한 후 조정 국면을 거치고 있습니다. ▶ 조세일보 홈페이지 / 정회원 가입 ▶ 조세일보 네이버 뉴스스탠드 구독(종합/경제) 김대성(kimds@joseilbo.com)...
6,"'이낙연 관련주는 코스피 A기업'…금감원, 정치테마주 집중 조사","이유에서 '이낙연 테마주'로 불린다. 이 회사 주가가 폭등했던 그날, 이 전 총리는 더불어민주당으로의... 안철수 바른미래당 전 의원이 1995년 설립한 백신연구소 안랩은 '안철수 테마주'의 대명사다. 안 전 의원은..."
7,"안랩 써니전자 다믈멀티미디어 주가 초반 급락, ‘안철수 테마주’ 약세","'안철수 테마주'로 꼽히는 안랩과 써니전자, 다믈멀티미디어의 주가가 급락하고 있다. 안철수 전 바른미래당 의원이 총선에 출마하지 않는다는 입장을 밝힌 데 따른 영향으로 풀이된다. 안철수 전 바른미래당 의원...."
8,[특징주]안랩·써니전자 등 안철수 '테마주' 급락세,안철수 전 국민의당 대표가 총선 불출마를 선언하면서 관련 테마주가 급락세다. 20일 오전 9시 24분 현재... 앞서 안 전 대표의 총선 출마 가능성이 거론되면서 이른바 안철수 테마주가 급등한 바 있다. 안랩은 안 전...
9,"금감원, 정치 테마주 '예의주시'… 왜",시사위크=이미정 기자  금융감독원이 총선을 앞두고 기승을 부릴 수 있는 정치 테마주에 대해 집중 조사를... 총선 관련 테마주에 대한 신속 조사 의지도 전했다. 4월 15일 21대 국회의원 선거를 앞두고 정치 테마주가...
10,"수소株, 정책 테마주 아닌 글로벌 트렌드로 부상…""기술력·실적 겸비한 알짜...",정책 테마주 정도로 치부됐던 국내 수소에너지 관련 종목에 대한 관심을 키워야 할 때란 조언이... 한 증권사 리서치센터장은 “테마주로 엮이지 않아 주가가 크게 오르지 않은 수소에너지주가 장기투자에는 긍정적”...
11,[선거철 테마주 주의보]바람처럼 사라져…상장폐지까지,"21대 국회의원 선거(총선)을 앞두고 또다시 정치테마주가 기승이다. 증시에서 테마주가 시작된 것은 1980년대 후반 무렵이지만, ‘정치테마주’라는 단어가 언론에 등장한 것은 1997년 15대 대선부터다. 김영삼 정부..."
12,"금감원, 정치 테마주 '예의주시'… 왜",시사위크=이미정 기자  금융감독원이 총선을 앞두고 기승을 부릴 수 있는 정치 테마주에 대해 집중 조사를... 총선 관련 테마주에 대한 신속 조사 의지도 전했다. 4월 15일 21대 국회의원 선거를 앞두고 정치 테마주가...
13,"""기업들 해명공시 적극 나서 정치테마주 열기 잠재워야""","남길남 자본시장연구원 선임연구위원은 투자자들이 정치테마주로 인해 입을 수 있는 피해를 막기 위해... 남 연구위원은 21일 '21대 총선 관련 정치테마주 현상에 대한 우려'라는 제목의 보고서에서 ""4월15일 21대 국회의원..."
14,"총선부터 전쟁, 우한 폐렴까지...1월 '테마주' 급등락",1월 국내 주식시장이 각종 이슈로 기승을 부리는 테마주에 몸살을 앓고 있다. 오는 4월 총선을 앞두고 출현한 정치 테마주를 시작으로 이후 미국-이란 간 충돌로 발생한 전쟁 테마주부터 최근 우한 폐렴 관련주 등이...
15,"[종목이슈] '우한 폐렴·총선' 등 테마주 '기승'...""투자시 유의해야""","이와 함께 21대 국회의원 선거(총선)가 가까워지면서 주식시장에서는 이른바 정치인 테마주들이 기승을... 알려지면서 '이낙연 테마주'로 분류돼 왔다. 남선알미늄은 2018년 ""당사와 계열 관계인 SM그룹 삼환기업의 이계연..."
16,신한금투 추천 올해 주목할 테마주…'2차전지' '태양광' '대북경협',"김상호 신한금융투자 연구원은 ""2차전지 테마주는 2015~2017년 각각 53.4%, 17.3%, 147.9%의 높은 주가 상승률을 기록했지만 2018~2019년 미국과 중국의 전기차 보조금 축소로 인한 세계 전기차 판매량이 둔화면서 국내 2차전지..."
17,'이낙연 테마주' 대구 기반 남선알미늄…왜?,이낙연 전 국무총리가 6년 만에 더불어민주당에 복귀하면서 '이낙연 테마주' 남선알미늄이 급부상했다. 남선알미늄은 그 계열관계인 SM그룹 삼환기업의 이계연 전 대표가 이 전 총리의 친동생이라는 이유로 15일...
18,"엔터테인먼트3사 주가 모두 내려, '방탄소년단 테마주'는 엇갈려",'방탄소년단 테마주'로 묶이는 회사들 주가는 엇갈렸다. 디피씨 주가는 3.07%(160원) 오른 5370원에 거래를 끝냈다. 디피씨는 전자레인지와 에어컨 등 가전부품을 만드는 회사로 자회사인 스틱인베스트먼트가...
19,중국서 '우한 폐렴'에 마스크 품귀…의약·마스크 테마주 급등,우한 폐렴 확산의 영향으로 이날 의약주와 마스크 테마주는 폭등했다. 경제 매체 신랑차이징(新浪財經) 등은 마스크 관련 일부 업체 주가는 상한가를 쳤고 여러 종목이 일제히 급등했다고 전했다. 반면 호텔·관광...
20,"[13시 24분 제약업체 테마주 오후 시황] 진양제약,일양약품 등이 주도...","제약업체 테마주, 관련 현황을 알아본다. 13시 24분 현재 제약업체주를 견인하고 있는 것은 진양제약 종목이다. 진양제약은 주당 7,630원의 거래가격으로 전일대비+29.98%의 등락률을 기록 제약업체테마주를..."
21,中 우한 폐렴 사태...‘의약’ 관련 테마주 급등 조짐,"관련한 테마주가 연일 상한가를 기록 중이다. 특히 관련 테마주 가운데 항바이러스와 연관된 하이왕셩우(海王生物), 쓰환셩우(四环生物), 라이인셩우(莱茵生物), 롄환야오예(联环药业), 루캉이야오(鲁抗医药) 등의..."
22,"상 탔는데 폭락 '테마주'…""아예 관련 없을 수도""","해당 기업의 가치가 아니라 반짝 이벤트에 따라서 주가가 출렁이는 '테마주', 특히 '정치인 테마주'의 사연을 들어보면 황당하기까지 한데 그 만큼 함정을 조심해야 합니다. 강나림 기자입니다. ◀ 리포트 ▶ 영화..."
23,"엔터테인먼트3사 주가 모두 올라, '방탄소년단 테마주'는 엇갈려",'방탄소년단 테마주'로 묶이는 회사들 주가는 엇갈렸다. 드림어스컴퍼니 주가는 2.3%(130원) 오른 5770원에 장을 마쳤다. 드림어스컴퍼니는 방탄소년단의 음원을 유통하며 모회사 SK텔레콤을 통해...
24,"[광고 테마주 시황-마감] 케어랩스,이엠넷 등이 주도","1월 24일 금요일 광고 테마주 종가를 알아본다. 이 날 광고주를 견인한 것은 케어랩스 종목이다. 케어랩스는 주당 16,650원의 거래가격으로 전일대비+6.05%의 등락률을 기록 광고테마주를 주도한 것으로 알려졌다...."
25,"[사이드 뉴스] 금감원, 정치 테마주·무자본 M&A 집중 감시 外","▶ 금감원, 정치 테마주·무자본 M&amp;A 집중 감시 금융감독원이 4월 총선을 앞두고, 주식시장의 소위 '정치 테마주'를 집중 감시합니다. 또, 자기자금없이 회사를 인수한 뒤 부정거래를 하는, '무자본 M&amp;A'도 중점 조사할..."
26,"[전력설비 테마주-마감] 두산중공업,이화전기 등이 주도","1월 24일 금요일 전력설비 테마주 종가를 알아본다. 이 날 전력설비주를 견인한 것은 두산중공업 종목이다. 두산중공업은 주당 6,140원의 거래가격으로 전일대비+5.86%의 등락률을 기록 전력설비테마주를 주도한..."
27,"[09시 16분 전자파 테마주 오전 시황] 제너셈,프로텍 등이 주도","전자파 테마주, 관련 현황을 알아본다. 09시 16분 현재 전자파주를 견인하고 있는 것은 제너셈 종목이다. 제너셈은 주당 3,360원의 거래가격으로 전일대비+6.16%의 등락률을 기록 전자파테마주를 주도하고 있는..."
28,"[반도체 장비 테마주-마감] GST,리노공업 등이 상승세 견인중","1월 24일 금요일 반도체 장비 테마주 종가를 알아본다. 이 날 반도체 장비주를 견인한 것은 GST 종목이다. GST은 주당 16,450원의 거래가격으로 전일대비+8.58%의 등락률을 기록 반도체 장비테마주를 주도한 것으로..."
29,"[2차전지 테마주-마감] 유에스티,명성티엔에스 등이 주도...","1월 24일 금요일 2차전지 테마주 종가를 알아본다. 이 날 2차전지주를 견인한 것은 유에스티 종목이다. 유에스티는 주당 3,750원의 거래가격으로 전일대비+10.46%의 등락률을 기록 2차전지테마주를 주도한 것으로..."
30,"[24일 09시 자동차부품 테마주 오전 시황] 유니테크노,대성파인텍 등이 상승세...","테마주, 관련 현황을 알아본다. 09시 13분 현재 자동차부품주를 견인하고 있는 것은 유니테크노 종목이다. 유니테크노는 주당 10,600원의 거래가격으로 전일대비+16.10%의 등락률을 기록 자동차부품테마주를..."
31,"[스마트카(SMART CAR) 테마주 시황-마감] 만도,엠씨넥스 등이 주도","CAR) 테마주 종가를 알아본다. 이 날 스마트카(SMART CAR)주를 견인한 것은 만도 종목이다. 만도는 주당 39,000원의 거래가격으로 전일대비+7.44%의 등락률을 기록 스마트카(SMART CAR)테마주를 주도한 것으로..."
32,"[24일 09시 편의점 테마주 오전 시황] 롯데지주,BGF리테일 등이 주도","편의점 테마주, 관련 현황을 알아본다. 09시 12분 현재 편의점주를 견인하고 있는 것은 롯데지주 종목이다. 롯데지주는 주당 38,900원의 거래가격으로 전일대비+5.99%의 등락률을 기록 편의점테마주를 주도하고..."
33,"[핵융합에너지 테마주-마감] 두산중공업,삼화콘덴서 등이 주도","1월 24일 금요일 핵융합에너지 테마주 종가를 알아본다. 이 날 핵융합에너지주를 견인한 것은 두산중공업 종목이다. 두산중공업은 주당 6,140원의 거래가격으로 전일대비+5.86%의 등락률을 기록 핵융합에너지테마주..."
34,"[전기자전거 테마주-마감] 만도,삼천리자전거 등이 상승세 주도","1월 24일 금요일 전기자전거 테마주 종가를 알아본다. 이 날 전기자전거주를 견인한 것은 만도 종목이다. 만도는 주당 39,000원의 거래가격으로 전일대비+7.44%의 등락률을 기록 전기자전거테마주를 주도한 것으로..."
35,"엔터테인먼트3사 주가 모두 내려, '방탄소년단 테마주'도 약세",'방탄소년단 테마주'로 묶이는 회사들 주가도 약세를 보였다. 경남제약 주가는 2.53%(230원) 내린 8870원에 거래를 끝냈다. 경남제약 '레모나' 광고모델로 방탄소년단이 나온다. 디피씨 주가는 2.25%(120원) 떨어진...
36,"[24일 13시 자동차 대표주 테마주 오후 시황] 만도,현대차 등이 주도...","대표주 테마주, 관련 현황을 알아본다. 13시 22분 현재 자동차 대표주주를 견인하고 있는 것은 만도 종목이다. 만도는 주당 39,000원의 거래가격으로 전일대비+7.44%의 등락률을 기록 자동차 대표주테마주를..."
37,"[13시 27분 제지 테마주 시황-오후] 신풍제지,삼정펄프 등이 상승세 주도","제지 테마주, 관련 현황을 알아본다. 13시 27분 현재 제지주를 견인하고 있는 것은 신풍제지 종목이다. 신풍제지는 주당 1,500원의 거래가격으로 전일대비+4.90%의 등락률을 기록 제지테마주를 주도하고 있는 것으로..."
