,title,contents
0,시진핑 한마디에 비트코인뿐만 아니라 관련주도 폭등,이어 관련주도 일제히 상한가를 기록하고 있다고 블룸버그통신이 28일 보도했다. 앞서 지난 주말 비트코인은 시 주석의 발언에 힘입어 한때 40% 정도 폭등했다. 이어 28일 열린 중국 증시에서 암호화폐 관련주는 물론...
1,"中, 시진핑 블록체인 기술 강조 발언에 관련주 급등",시진핑 중국 국가주석이 블록체인 기술의 발전 속도를 빠르게 해야 한다고 강조함에 따라 관련주가... 28일 화매홀딩스와 취룡 등 상하이와 선전의 60개 이상 블록체인 관련주가 이날 일일 제한폭이 10% 상승률을...
2,[국내증시브리핑] 2차전지 관련주 테마 장마감 브리핑,"관련주 테마주의 최고 인기주로 자리잡았다.SKC은 금일 44,800원 선에 최종 거래가를 형성했다. 이는 전일 대비 3,700원( +9.00%%) 상승한 것이다. 또한 545,886주의 거래량으로 활발한 거래를 보여주며 2차전지 관련주..."
3,[5스타 내일 장 투자전략] 비트코인 급등…관련주 투자 전략은?,"◇ 오늘장 마감상황 - 코스피, 장중 2100선 터치 후 강보합 등락 - 코스피, 기관 '사자'에 오름세 지속 - 코스닥, 650선에서 등락 반복 - 코스닥, 개인 '매도' 외국인·기관 '매수' ◇ 오늘장 특징업종 : 가상화폐 관련주..."
4,"[올댓차이나] 中증시, 블록체인 관련주 강세에 상승 마감...창업판 1.74%↑","중국 증시는 28일 미중 무역협상 진전에 대한 기대감으로 고른 종목에 매수가 유입하고 블록체인 관련주... 통신 관련주와 전자부품주 역시 견조한 모습을 보였다. 보험주와 증권주, 양조주, 의료 서비스주도..."
5,"비트코인 급등, 우리기술투자·비덴트 등 비트코인 관련주 '관심'","윤정훈 기자 yunright@ajunews.com 비트코인이 주말 동안에 급등하자, 주식시장에서도 암호화폐 관련주에 관심이 쏠리고 있다. 관련주들이 비트코인과 비슷한 움직임을 보였던만큼 이번에도 상승하지 않을까 하는 예측이..."
6,4차산업 핵심 떠오른 로봇…관련주 관심 'ON',주목받으면서 관련주(株)들이 들썩이고 있다. 지난 3월에는 정부가 내년부터 3000억원 규모의 연구개발... 금융투자업계 한 관계자는 “최근 로봇 관련주들이 테마주로 엮이다 보니 호재성 이슈가 있을 때 주가가 함께...
7,"[금 관련주 테마주 시황-마감] 정산애강,KODEX 은선물(H) 등이 상승세 주도","10월 28일 월요일 금 관련주 테마주 종가를 알아본다. 이 날 금 관련주주를 견인한 것은 정산애강 종목이다. 정산애강은 주당 2,050원의 거래가격으로 전일대비+0.49%의 등락률을 기록 금 관련주테마주를 주도한..."
8,"[국내증시브리핑] LBS관련주 테마주 '한양디지텍' 14시 현재 5,520원 기록중","28일 14시 LBS관련주 테마주 시황 브리핑 현재 LBS관련주 테마주 '한양디지텍'은 현재가 5,520원을 기록중에 있다. 이는 전일대비 200원 만큼 상승한 상태이며, +3.76% 상승한 금액에 거래중이다. 한양디지텍에 더불어..."
9,"추위 성큼, 월동준비 나서는 개미들",보일러 관련주들의 주가가 예열되고 있다. 올 겨울에는 중국 동부지역의 석탄발전소 단지가 확대됨에 따라 미세먼지가 예년보다 빨리 찾아올 것이라는 분석이 나오면서 미세먼지 관련주도 큰 폭으로 올랐다....
10,안철수 관련주 이어 이낙연 관련주 상승…남선알미늄 3% 상승,안철수 관련주로 불리고 있는 안랩과 써니전자에 이어 이낙연 관련주인 남선알미늄이 상승세다. 남선알미늄은 25일 코스피 시장에서 오전 11시 현재 전 거래일보다 2.91%(105원) 상승한 3815원에 거래되고 있다....
11,"[특징주] 암호화폐株, 中 블록체인 굴기에 국내 관련주 동반 '급등'",시진핑의 블록체인 굴기에 중국 증시에서 신후중바오(新湖中寶) 등 100여개 블록체인 테마주들이 가격 제한폭(10%)까지 오르면서 국내 암호화폐주들도 덩달아 급등세다. 오후 1시36분 현재 우리기술투자(041190)는 전...
12,[국내주간증시] 금 관련주 테마 장마감 브리핑,"KODEX 은선물(H)이 금일 금 관련주 테마주의 최고 인기주로 자리잡았다.KODEX 은선물(H)은 금일 3,990원... 또한 540,277주의 거래량으로 활발한 거래를 보여주며 금 관련주 테마주의 인기 종목으로 부상했다.TIGER..."
13,"일진다이아·이엠코리아, 수소차 관련주 매수세 쏟아져…특히 일진다이아 4거...",수소차 관련주인 이엠코리아와 일진다이아가 상승세다. 이엠코리아는 25일 코스닥 시장에서 오전 11시10분 현재 전 거래일보다 1.86%(85원) 상승한 4660원에 거래되고 있다. 이엠코리아는 24일을 제외하고 22일부터...
14,"에스퓨얼셀·이엠코리아, 수소차 관련주 희비 엇갈려…에스퓨얼셀 하락 수렁 ...",수소차 관련주인 이엠코리아와 에스퓨얼셀의 희비가 엇갈리고 있다. 이엠코리아는 25일 코스닥 시장에서 오전 11시4분 현재 전 거래일 대비 2.08%(95원) 상승한 4670원에 거래되고 있다. 이엠코리아는 24일을...
15,"앞선투자그룹 ""정부, 액상 전자담배 사용중단 권고…관련주 주가 변동 예상""","액상형 전자담배 관련주로 분류되고 있는 KT&amp;G(033780), 이엠텍(091120), 동양물산(002900), BGF리테일(282330) 등의 경우 현재까지는 주가에 큰 영향을 미치고 있지 않지만, 정부에서 액상형 전자담배에 대한 유해성 검사..."
16,전 세계에 울려퍼지는 '아기상어'…관련주도 '뚜루루뚜루~',- 동요 ''아기상어'' 글로벌 인기에 관련주 상한가 - 유튜브 조회수 103억회 돌파…美투어도 성황 - 승리... (사진=AFP)[이데일리 김성훈 기자] 동요 ‘아기상어’의 인기에 관련주가 콧노래를 부르고 있다. 연초 미국...
17,"[LBS관련주 테마 오후 시황] 상승률 상위 종목, 한양디지텍 +2.26%·지어소프...","LBS관련주 테마 오후 상승률 상위 종목28일 13시09분 현재 LBS관련주 테마의 종목들 중 에서 한양디지텍, 지어소프트, 팅크웨어 등이 높은 상승률을 보이고 있다. 가장 많이 상승하고 있는 한양디지텍의 현재가는 5..."
18,"[2차전지 관련주 테마 마감 시황] 상승률 상위 종목, SKC +9.00%·엘앤에프 +...","2차전지 관련주 테마 종가 상승률 상위 종목28일 2차전지 관련주 테마의 종목들 중 에서 SKC, 엘앤에프, 포스코케미칼 등이 높은 상승률을 보였다. 가장 많이 상승한 SKC의 종가는 44,800이다. 전 거래일과 비교해 +9...."
19,"[09시 32분 2차전지 관련주 오전 테마시황] SKC,피앤이솔루션 등이 주도...","10월 28일 월요일 이시간 현재 2차전지 관련주 테마주, 관련 현황을 알아본다. 09시 32분 현재 2차전지 관련주주를 견인하고 있는 것은 SKC 종목이다. SKC은 주당 43,300원의 거래가격으로 전일대비+5.35%의 등락률을..."
20,"미코·일진다이아, 수소차 관련주 가파른 상승세…특히 미코 5% 상승까지",수소차 관련주인 미코와 일진다이아가 가파른 상승세다. 미코는 28일 코스닥 시장에서 오전 11시7분 현재 전 거래일보다 4.87%(270원) 오른 5810원에 거래되고 있다. 미코는 23일 3.89%의 낙폭을 기록한 뒤 24일 1.84%의...
21,"화천기계, 하락 부진 어디까지…조국 관련주 ""아냐""","화천기계가 3거래일 연속 하락세다. 화천기계는 28일 코스닥 시장에서 오전 9시55분 현재 전 거래일보다 0.54%(15원) 하락한 2750원에 거래되고 있다. 화천기계는 22일과 23일 4.49%, 1.75%의 상승폭을 나타낸 뒤 24일과 25일..."
